Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm,anomaly_normal
60033755,704276.0,,0.0,0.0,0,0,F,,228,228.0,Z001,Y8,0.0,0.0,0.0,1.0,E11,2000.0,,5300389565.0,0.0,1,32,10401000,ST,,401edcddcb144cbcbeee11bd5c28d9e4,,RoSAS,1.0
23117200UB,716069.0,4600012307.0,30.0,56.0,0,0,F,,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2100.0,,5300507745.0,0.0,1,42,10403000,ST,,5326e6836c7547059bd39fd7048fec91,,"XGBOD, RoSAS",0.0
23100800UB,700119.0,4600007225.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2000.0,,5300064466.0,3.0,1,42,10403000,ST,,39ac78a59d05404f8a867699c1def8cc,,"XGBOD, RoSAS",0.0
23117100UB,716069.0,4600012307.0,20.0,56.0,0,0,F,,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2100.0,,5300507746.0,0.0,1,42,10403000,ST,,13551693bdec4ba6b0020ec501c01d44,,RoSAS,1.0
23100700UB,700119.0,4600007224.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2000.0,,5300064465.0,0.0,1,42,10403000,ST,,0c703638440f4e7ead6be29eb674a44c,,RoSAS,0.0
60069784,704276.0,,0.0,0.0,0,0,F,30.0,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E14,2100.0,,5300455536.0,3.0,1,42,40000000,ST,,a633813806a64f798efde9f783e4fec1,,XGBOD,1.0
23465000,704333.0,,0.0,0.0,0,0,F,40.0,228,228.0,Z001,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300062494.0,3.0,1,3,140100000,ST,,6cca73134c2d4fe69ad539fe089f93f5,,RoSAS,1.0
23064101,701043.0,,0.0,0.0,0,0,F,42.0,228,228.0,Z001,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300040290.0,0.0,1,3,60100000,ST,,7cd3d98cceb74fd3aacea2f1aee9d094,,RoSAS,1.0
24359100UB,700119.0,4600008716.0,10.0,14.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300110553.0,0.0,1,42,10403000,ST,,a256752c16854f8cb63f55e57d9f5c24,,RoSAS,1.0
60069789,704276.0,,0.0,0.0,0,0,F,41.0,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E14,2000.0,,5300455535.0,3.0,1,42,10401000,ST,,9782ee3f87594281a8d73ab0acca20f4,,XGBOD,1.0
23117300UB,716069.0,4600012307.0,40.0,56.0,0,0,F,,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2100.0,,5300507748.0,0.0,1,42,10403000,ST,,175a9e98b4c6403d9d206fdce8309716,,"XGBOD, RoSAS",1.0
33643200,704333.0,,0.0,0.0,0,0,F,40.0,228,228.0,Z001,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300095910.0,3.0,1,3,10401000,ST,,f8bc95015cb346259e9828c63bd80e71,,RoSAS,1.0
24145403,3000.0,,0.0,0.0,0,0,F,42.0,228,228.0,Z001,Z1,0.0,0.0,0.0,100.0,,2100.0,2100.0,5300530225.0,0.0,1,3,60200000,ST,,3b81c7449291492192111b034dd47820,,RoSAS,0.0
24359100UB,700119.0,4600008716.0,10.0,14.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300110553.0,3.0,1,42,10403000,ST,,48565f9c65e34dd3a8f03de33e18be65,,"XGBOD, RoSAS",1.0
23113600UB,700119.0,4600007226.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2000.0,,5300086235.0,3.0,1,42,10403000,ST,,215f74eadf6c466ea6f04b5ea3ff1ef4,,"XGBOD, RoSAS",0.0
24353500UB,700119.0,4600009898.0,20.0,42.0,0,0,F,30.0,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2100.0,,5300093604.0,3.0,1,42,10403000,ST,,0afec334aa0a4dc48ca3e9620f107b73,,"XGBOD, RoSAS",0.0
28147100,3000.0,,0.0,0.0,0,0,F,42.0,228,228.0,Z001,Z1,0.0,0.0,0.0,100.0,,2000.0,2000.0,5300529235.0,0.0,1,1,10401000,ST,,d58667b872054f0c8da470a2cc53121e,,RoSAS,0.0
23064101,3000.0,,0.0,0.0,0,0,F,42.0,228,228.0,Z012,Z1,0.0,0.0,0.0,1.0,,2000.0,2000.0,5300467579.0,0.0,1,1,60100000,ST,,d59f7a1c318f400083c733e250177389,,RoSAS,0.0
24376600UB,700119.0,4600007994.0,10.0,14.0,0,0,F,30.0,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300139064.0,3.0,1,42,10403000,ST,,2116ac5e843a47fbb891364f79ef8862,,"XGBOD, RoSAS",1.0
33652403,704333.0,,0.0,0.0,0,0,F,40.0,228,228.0,Z001,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300070996.0,3.0,1,3,60100000,ST,,93a32488b2ac4f90abd45f04e566f0e5,,RoSAS,1.0
23117300UB,716069.0,4600012307.0,40.0,56.0,0,0,F,,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2000.0,,5300507748.0,0.0,1,42,10403000,ST,,75c2f138131b4e39b8ec4d7c8faee34a,,"XGBOD, RoSAS",1.0
60069784,704276.0,,0.0,0.0,0,0,F,41.0,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E14,2000.0,,5300455536.0,3.0,1,42,40000000,ST,,0d4bc2bb403e4caca7532eabc67ac7b1,,XGBOD,1.0
23117100UB,716069.0,4600012307.0,20.0,56.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2000.0,,5300507746.0,0.0,1,42,10403000,ST,,17c715e57ae748d99103faad523f3135,,RoSAS,1.0
23113700UB,700119.0,4600007227.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300086234.0,3.0,1,42,10403000,ST,,ee1835a1e0814cf898782d9d8c3a22a2,,"XGBOD, RoSAS",0.0
23907500UB,709558.0,,0.0,0.0,0,0,F,40.0,228,228.0,Z001,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300549305.0,3.0,1,3,10401000,ST,,83826cb1b038486486ba063c14fc3212,,RoSAS,1.0
23064302,3000.0,,0.0,0.0,0,0,F,42.0,228,228.0,Z001,Z4,0.0,0.0,0.0,1.0,,2100.0,2100.0,5300530224.0,0.0,1,3,60100000,ST,,6adc311914b64423a18c7bbe1fc1f796,,RoSAS,0.0
23113600UB,700119.0,4600007226.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300086235.0,0.0,1,42,10403000,ST,,3a59455fd2924eb8a5dfdba6ede40d67,,RoSAS,0.0
24393500UB,700119.0,4600008717.0,10.0,14.0,0,0,F,30.0,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300112080.0,3.0,1,42,10403000,ST,,555807d8532c48889a512634c4a19c12,,"XGBOD, RoSAS",1.0
23100800UB,700119.0,4600007225.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2000.0,,5300064466.0,0.0,1,42,10403000,ST,,20d97d9921664e2eaa86b5e97c135c6c,,RoSAS,0.0
23113700UB,700119.0,4600007227.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300086234.0,0.0,1,42,10403000,ST,,c960b1068436452396cd89baf142e2c9,,RoSAS,0.0
23907600UB,709558.0,,0.0,0.0,0,0,F,40.0,228,228.0,Z001,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300549304.0,3.0,1,3,10401000,ST,,e198ed050b0e4e5f9c7d9ec270a66f5d,,RoSAS,1.0
23117000UB,716069.0,4600012307.0,10.0,56.0,0,0,F,,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2100.0,,5300507747.0,0.0,1,42,10403000,ST,,5d8b03a2274a4c1b9450a2041d53becf,,RoSAS,1.0
34446300UB,2100.0,,0.0,0.0,0,0,F,41.0,228,228.0,Z001,Y9,0.0,0.0,0.0,1.0,E15,2000.0,2901.0,5300199479.0,0.0,2,28,10402000,ST,,afd2700888364614a7b770653823b086,,XGBOD,1.0
60039416,2000.0,,0.0,0.0,0,0,F,40.0,228,228.0,Z004,Z1,0.0,0.0,0.0,1.0,,2800.0,3000.0,5300542498.0,0.0,0,42,70500000,ST,,07f7f1fef10841729c67ee43fdb652cd,,XGBOD,1.0
60069801,2100.0,,0.0,0.0,0,0,F,41.0,228,228.0,Z009,Y2,0.0,0.0,0.0,1.0,E11,2000.0,2000.0,5300448055.0,0.0,1,49,40000000,ST,,0a10d62e70b943c9b7abec80cac42885,,XGBOD,1.0
24940600UB,700119.0,4600009907.0,10.0,42.0,0,0,F,,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2000.0,,5300191448.0,0.0,1,42,10403000,ST,,70f9354350f742cab19c5af27d0ea4e2,,RoSAS,0.0
23474500UB,708618.0,5500000200.0,20.0,14.0,14,56,F,,228,228.0,Z008,Z3,0.0,0.0,0.0,1.0,,2100.0,,5300143327.0,0.0,1,56,10403000,ST,,fb90d1923be04cb7baddd983cdbe6369,,RoSAS,1.0
23100800UB,700119.0,4600007225.0,20.0,42.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2100.0,,5300064466.0,0.0,1,42,10403000,ST,,8f34917eb4944b7eb52c5c5c210be7c8,,RoSAS,0.0
23117000UB,716069.0,4600012307.0,10.0,56.0,0,0,F,,228,228.0,Z001,Y2,0.0,0.0,0.0,1.0,E15,2000.0,,5300507747.0,0.0,1,42,10403000,ST,,72b15a89187548a38474735ef659555d,,RoSAS,1.0
60039415,700722.0,,0.0,0.0,0,0,F,40.0,228,228.0,Z004,Z1,0.0,0.0,0.0,1.0,,2800.0,,5300542496.0,0.0,0,42,70500000,ST,,65b1ac2ee4a64ccd8622d268f19a6e67,,XGBOD,1.0
60075385,702399.0,4600012786.0,10.0,42.0,0,0,F,,228,228.0,Z012,Z1,0.0,0.0,0.0,1.0,,3000.0,,5300494705.0,0.0,1,42,10401000,ST,,75649d5c6ee247228f2711c6e447a254,,RoSAS,1.0
23117200UB,716069.0,4600012307.0,30.0,56.0,0,0,F,,228,228.0,Z008,Y9,0.0,0.0,0.0,1.0,E15,2000.0,,5300507745.0,0.0,1,42,10403000,ST,,7de48afdde724f7191cc335e9baffd3a,,"XGBOD, RoSAS",1.0
